Sample_ID,Feldstaerke,Objekt,Traeger,Mode,Farbe_ID,Replikat,Kategorie_Pigment,Hersteller,Produktname,Inhaltsstoffe
30T_proband_mode7_color5_Kunsthaut_rep1,3.0 Tesla,Proband,Kunsthaut,T1-TSE,Contour Pencil Eyeliner Waterproof,1,Kosmetik,Sephora Collection,12H Contour Pencil Eyeliner Waterproof,"Aqua, CI 77499 (Iron Oxides), Alcohol Denat., Styrene/Acrylates/Ammonium Methacrylate Copolymer, Silica"
30T_proband_mode7_color5_Kunsthaut_rep2,3.0 Tesla,Proband,Kunsthaut,T1-TSE,Contour Pencil Eyeliner Waterproof,2,Kosmetik,Sephora Collection,12H Contour Pencil Eyeliner Waterproof,"Aqua, CI 77499 (Iron Oxides), Alcohol Denat., Styrene/Acrylates/Ammonium Methacrylate Copolymer, Silica"
30T_phantom_mode1_color6_Kunsthaut_rep1,3.0 Tesla,Phantom,Kunsthaut,T2-TSE,The Colossal Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode1_color6_Kunsthaut_rep2,3.0 Tesla,Phantom,Kunsthaut,T2-TSE,The Colossal Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode1_color6_Kunsthaut_rep3,3.0 Tesla,Phantom,Kunsthaut,T2-TSE,The Colossal Waterproof Mascara,3,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode2_color6_Kunsthaut_rep1,3.0 Tesla,Phantom,Kunsthaut,SWI,The Colossal Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode2_color6_Kunsthaut_rep2,3.0 Tesla,Phantom,Kunsthaut,SWI,The Colossal Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode2_color6_Kunsthaut_rep3,3.0 Tesla,Phantom,Kunsthaut,SWI,The Colossal Waterproof Mascara,3,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode3_color6_Kunsthaut_rep1,3.0 Tesla,Phantom,Kunsthaut,T1-FLD2,The Colossal Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode3_color6_Kunsthaut_rep2,3.0 Tesla,Phantom,Kunsthaut,T1-FLD2,The Colossal Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode3_color6_Kunsthaut_rep3,3.0 Tesla,Phantom,Kunsthaut,T1-FLD2,The Colossal Waterproof Mascara,3,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode4_color6_Kunsthaut_rep1,3.0 Tesla,Phantom,Kunsthaut,T2-TIRM,The Colossal Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode4_color6_Kunsthaut_rep2,3.0 Tesla,Phantom,Kunsthaut,T2-TIRM,The Colossal Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode4_color6_Kunsthaut_rep3,3.0 Tesla,Phantom,Kunsthaut,T2-TIRM,The Colossal Waterproof Mascara,3,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode5_color6_Kunsthaut_rep1,3.0 Tesla,Phantom,Kunsthaut,PD-TSE Dixon,The Colossal Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode5_color6_Kunsthaut_rep2,3.0 Tesla,Phantom,Kunsthaut,PD-TSE Dixon,The Colossal Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode5_color6_Kunsthaut_rep3,3.0 Tesla,Phantom,Kunsthaut,PD-TSE Dixon,The Colossal Waterproof Mascara,3,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode6_color6_Kunsthaut_rep1,3.0 Tesla,Phantom,Kunsthaut,T1-VIBE,The Colossal Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode6_color6_Kunsthaut_rep2,3.0 Tesla,Phantom,Kunsthaut,T1-VIBE,The Colossal Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode6_color6_Kunsthaut_rep3,3.0 Tesla,Phantom,Kunsthaut,T1-VIBE,The Colossal Waterproof Mascara,3,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode7_color6_Kunsthaut_rep1,3.0 Tesla,Phantom,Kunsthaut,T1-TSE,The Colossal Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode7_color6_Kunsthaut_rep2,3.0 Tesla,Phantom,Kunsthaut,T1-TSE,The Colossal Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode7_color6_Kunsthaut_rep3,3.0 Tesla,Phantom,Kunsthaut,T1-TSE,The Colossal Waterproof Mascara,3,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_proband_mode1_color6_Kunsthaut_rep1,3.0 Tesla,Proband,Kunsthaut,T2-TSE,The Colossal Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_proband_mode1_color6_Kunsthaut_rep2,3.0 Tesla,Proband,Kunsthaut,T2-TSE,The Colossal Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_proband_mode2_color6_Kunsthaut_rep1,3.0 Tesla,Proband,Kunsthaut,SWI,The Colossal Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_proband_mode2_color6_Kunsthaut_rep2,3.0 Tesla,Proband,Kunsthaut,SWI,The Colossal Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_proband_mode3_color6_Kunsthaut_rep1,3.0 Tesla,Proband,Kunsthaut,T1-FLD2,The Colossal Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_proband_mode3_color6_Kunsthaut_rep2,3.0 Tesla,Proband,Kunsthaut,T1-FLD2,The Colossal Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_proband_mode4_color6_Kunsthaut_rep1,3.0 Tesla,Proband,Kunsthaut,T2-TIRM,The Colossal Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_proband_mode4_color6_Kunsthaut_rep2,3.0 Tesla,Proband,Kunsthaut,T2-TIRM,The Colossal Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_proband_mode5_color6_Kunsthaut_rep1,3.0 Tesla,Proband,Kunsthaut,PD-TSE Dixon,The Colossal Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_proband_mode5_color6_Kunsthaut_rep2,3.0 Tesla,Proband,Kunsthaut,PD-TSE Dixon,The Colossal Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_proband_mode6_color6_Kunsthaut_rep1,3.0 Tesla,Proband,Kunsthaut,T1-VIBE,The Colossal Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_proband_mode6_color6_Kunsthaut_rep2,3.0 Tesla,Proband,Kunsthaut,T1-VIBE,The Colossal Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_proband_mode7_color6_Kunsthaut_rep1,3.0 Tesla,Proband,Kunsthaut,T1-TSE,The Colossal Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_proband_mode7_color6_Kunsthaut_rep2,3.0 Tesla,Proband,Kunsthaut,T1-TSE,The Colossal Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode1_color6_lashes_rep1,3.0 Tesla,Phantom,Wimpern,T2-TSE,The Colossal Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode1_color6_lashes_rep2,3.0 Tesla,Phantom,Wimpern,T2-TSE,The Colossal Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode1_color6_lashes_rep3,3.0 Tesla,Phantom,Wimpern,T2-TSE,The Colossal Waterproof Mascara,3,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode2_color6_lashes_rep1,3.0 Tesla,Phantom,Wimpern,SWI,The Colossal Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode2_color6_lashes_rep2,3.0 Tesla,Phantom,Wimpern,SWI,The Colossal Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode2_color6_lashes_rep3,3.0 Tesla,Phantom,Wimpern,SWI,The Colossal Waterproof Mascara,3,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode3_color6_lashes_rep1,3.0 Tesla,Phantom,Wimpern,T1-FLD2,The Colossal Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode3_color6_lashes_rep2,3.0 Tesla,Phantom,Wimpern,T1-FLD2,The Colossal Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode3_color6_lashes_rep3,3.0 Tesla,Phantom,Wimpern,T1-FLD2,The Colossal Waterproof Mascara,3,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode4_color6_lashes_rep1,3.0 Tesla,Phantom,Wimpern,T2-TIRM,The Colossal Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode4_color6_lashes_rep2,3.0 Tesla,Phantom,Wimpern,T2-TIRM,The Colossal Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode4_color6_lashes_rep3,3.0 Tesla,Phantom,Wimpern,T2-TIRM,The Colossal Waterproof Mascara,3,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode5_color6_lashes_rep1,3.0 Tesla,Phantom,Wimpern,PD-TSE Dixon,The Colossal Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode5_color6_lashes_rep2,3.0 Tesla,Phantom,Wimpern,PD-TSE Dixon,The Colossal Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode5_color6_lashes_rep3,3.0 Tesla,Phantom,Wimpern,PD-TSE Dixon,The Colossal Waterproof Mascara,3,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode6_color6_lashes_rep1,3.0 Tesla,Phantom,Wimpern,T1-VIBE,The Colossal Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode6_color6_lashes_rep2,3.0 Tesla,Phantom,Wimpern,T1-VIBE,The Colossal Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode6_color6_lashes_rep3,3.0 Tesla,Phantom,Wimpern,T1-VIBE,The Colossal Waterproof Mascara,3,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode7_color6_lashes_rep1,3.0 Tesla,Phantom,Wimpern,T1-TSE,The Colossal Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode7_color6_lashes_rep2,3.0 Tesla,Phantom,Wimpern,T1-TSE,The Colossal Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode7_color6_lashes_rep3,3.0 Tesla,Phantom,Wimpern,T1-TSE,The Colossal Waterproof Mascara,3,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_proband_mode1_color6_lashes_rep1,3.0 Tesla,Proband,Wimpern,T2-TSE,The Colossal Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_proband_mode1_color6_lashes_rep2,3.0 Tesla,Proband,Wimpern,T2-TSE,The Colossal Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_proband_mode2_color6_lashes_rep1,3.0 Tesla,Proband,Wimpern,SWI,The Colossal Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_proband_mode2_color6_lashes_rep2,3.0 Tesla,Proband,Wimpern,SWI,The Colossal Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_proband_mode3_color6_lashes_rep1,3.0 Tesla,Proband,Wimpern,T1-FLD2,The Colossal Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_proband_mode3_color6_lashes_rep2,3.0 Tesla,Proband,Wimpern,T1-FLD2,The Colossal Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_proband_mode4_color6_lashes_rep1,3.0 Tesla,Proband,Wimpern,T2-TIRM,The Colossal Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_proband_mode4_color6_lashes_rep2,3.0 Tesla,Proband,Wimpern,T2-TIRM,The Colossal Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_proband_mode5_color6_lashes_rep1,3.0 Tesla,Proband,Wimpern,PD-TSE Dixon,The Colossal Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_proband_mode5_color6_lashes_rep2,3.0 Tesla,Proband,Wimpern,PD-TSE Dixon,The Colossal Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_proband_mode6_color6_lashes_rep1,3.0 Tesla,Proband,Wimpern,T1-VIBE,The Colossal Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_proband_mode6_color6_lashes_rep2,3.0 Tesla,Proband,Wimpern,T1-VIBE,The Colossal Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_proband_mode7_color6_lashes_rep1,3.0 Tesla,Proband,Wimpern,T1-TSE,The Colossal Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_proband_mode7_color6_lashes_rep2,3.0 Tesla,Proband,Wimpern,T1-TSE,The Colossal Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Waterproof Mascara,"Isododecane, Cera Microcristallina, C8-9 Isoparaffin, Cera Alba, Iron Oxides, Titanium Dioxide, Mica, Chromium Oxide Greens"
30T_phantom_mode1_color7_Kunsthaut_rep1,3.0 Tesla,Phantom,Kunsthaut,T2-TSE,Waterproof Lipliner Rosy Sand,1,Kosmetik,Flormar Cosmetics (Türkei),Waterproof Lipliner Rosy Sand,"Hydrogenated Polyisobutene, Polyethylene, Synthetic Wax, Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891)"
30T_phantom_mode1_color7_Kunsthaut_rep2,3.0 Tesla,Phantom,Kunsthaut,T2-TSE,Waterproof Lipliner Rosy Sand,2,Kosmetik,Flormar Cosmetics (Türkei),Waterproof Lipliner Rosy Sand,"Hydrogenated Polyisobutene, Polyethylene, Synthetic Wax, Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891)"
30T_phantom_mode1_color7_Kunsthaut_rep3,3.0 Tesla,Phantom,Kunsthaut,T2-TSE,Waterproof Lipliner Rosy Sand,3,Kosmetik,Flormar Cosmetics (Türkei),Waterproof Lipliner Rosy Sand,"Hydrogenated Polyisobutene, Polyethylene, Synthetic Wax, Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891)"
30T_phantom_mode2_color7_Kunsthaut_rep1,3.0 Tesla,Phantom,Kunsthaut,SWI,Waterproof Lipliner Rosy Sand,1,Kosmetik,Flormar Cosmetics (Türkei),Waterproof Lipliner Rosy Sand,"Hydrogenated Polyisobutene, Polyethylene, Synthetic Wax, Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891)"
30T_phantom_mode2_color7_Kunsthaut_rep2,3.0 Tesla,Phantom,Kunsthaut,SWI,Waterproof Lipliner Rosy Sand,2,Kosmetik,Flormar Cosmetics (Türkei),Waterproof Lipliner Rosy Sand,"Hydrogenated Polyisobutene, Polyethylene, Synthetic Wax, Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891)"
30T_phantom_mode2_color7_Kunsthaut_rep3,3.0 Tesla,Phantom,Kunsthaut,SWI,Waterproof Lipliner Rosy Sand,3,Kosmetik,Flormar Cosmetics (Türkei),Waterproof Lipliner Rosy Sand,"Hydrogenated Polyisobutene, Polyethylene, Synthetic Wax, Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891)"
30T_phantom_mode3_color7_Kunsthaut_rep1,3.0 Tesla,Phantom,Kunsthaut,T1-FLD2,Waterproof Lipliner Rosy Sand,1,Kosmetik,Flormar Cosmetics (Türkei),Waterproof Lipliner Rosy Sand,"Hydrogenated Polyisobutene, Polyethylene, Synthetic Wax, Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891)"
30T_phantom_mode3_color7_Kunsthaut_rep2,3.0 Tesla,Phantom,Kunsthaut,T1-FLD2,Waterproof Lipliner Rosy Sand,2,Kosmetik,Flormar Cosmetics (Türkei),Waterproof Lipliner Rosy Sand,"Hydrogenated Polyisobutene, Polyethylene, Synthetic Wax, Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891)"
